iter	Logloss
380	0.08162377107
381	0.08151325508
382	0.0813197254
383	0.08120579608
384	0.08107102627
385	0.08092540663
386	0.08079290981
387	0.08066037083
388	0.0804908746
389	0.08035129643
390	0.08025268885
391	0.08024462271
392	0.08003732339
393	0.07991149654
394	0.0798148476
395	0.07967301867
396	0.07956647576
397	0.07939236572
398	0.0792118039
399	0.07908619766
400	0.07902755685
401	0.07888230825
402	0.07879725449
403	0.07858784707
404	0.07840048872
405	0.07829270696
406	0.07816027188
407	0.07800012201
408	0.07785655915
409	0.07771114883
410	0.07757850224
411	0.07746194526
412	0.07733200696
413	0.07713926919
414	0.07704191838
415	0.07688991664
416	0.07678575055
417	0.07673231105
418	0.07671235922
419	0.07663991525
420	0.07646644251
421	0.07634649054
422	0.07625865089
423	0.07611550903
424	0.07600551128
425	0.07584439895
426	0.07575327112
427	0.0755541874
428	0.07540986283
429	0.07527124638
430	0.0750563068
431	0.0748875761
432	0.07474255386
433	0.07472306399
434	0.07465386578
435	0.07448929845
436	0.07432317928
437	0.07423602585
438	0.07412623282
439	0.07405704962
440	0.07388243933
441	0.07376562882
442	0.07362049573
443	0.07350100654
444	0.07341186479
445	0.07325956361
446	0.07317440547
447	0.07301990711
448	0.07293870748
449	0.07282015843
450	0.07271591838
451	0.07257941007
452	0.07246226064
453	0.07235576988
454	0.07227799864
455	0.07220245068
456	0.07207927566
457	0.07197356904
458	0.07187124878
459	0.07167748065
460	0.07155339266
461	0.0714815079
462	0.07141477182
463	0.07133884365
464	0.07117953278
465	0.07107310594
466	0.07095746414
467	0.07084494424
468	0.07073602119
469	0.07061968131
470	0.0704910817
471	0.07038911692
472	0.07023917
473	0.0701742697
474	0.07004200341
475	0.06995821528
476	0.06978213053
477	0.06967157739
478	0.06950640899
479	0.06939443362
480	0.06926510757
481	0.06912136903
482	0.06901612385
483	0.06888834274
484	0.06878787285
485	0.06861299719
486	0.06846021629
487	0.06831822367
488	0.06816309466
489	0.06804553493
490	0.06796586027
491	0.06786444051
492	0.06776025487
493	0.06771286399
494	0.06758584971
495	0.06746195168
496	0.06737847645
497	0.06720333979
498	0.06710393715
499	0.06698381421
500	0.06690237166
501	0.0668105916
502	0.06671284565
503	0.0666334547
504	0.06654942333
505	0.06645319661
506	0.06635717427
507	0.06626821475
508	0.06615638901
509	0.06606357552
510	0.06592725316
511	0.06581627779
512	0.0657322242
513	0.06561223233
514	0.0654845911
515	0.06530790717
516	0.0651903432
517	0.06509429848
518	0.06494972126
519	0.06481440644
520	0.06471457833
521	0.06461786198
522	0.06452337413
523	0.06447813458
524	0.0643860443
525	0.06425689756
526	0.06412632048
527	0.06400768255
528	0.06391489096
529	0.06382688667
530	0.06367813052
531	0.06358529449
532	0.06348280294
533	0.06333698264
534	0.06320806972
535	0.06312090403
536	0.06303313145
537	0.06292935676
538	0.06286453846
539	0.06272248598
540	0.06265572022
541	0.06254870723
542	0.06243988136
543	0.062377335
544	0.06224614673
545	0.06214038769
546	0.06202127547
547	0.06191363629
548	0.06181852758
549	0.06168714962
550	0.06153819159
551	0.06140656342
552	0.06132862306
553	0.06121315304
554	0.06107392815
555	0.06091708008
556	0.06081449518
557	0.060734464
558	0.06065842335
559	0.06056660581
560	0.06047235234
561	0.06039021977
562	0.06028328498
563	0.06018803839
564	0.06012063468
565	0.06003669998
566	0.05993157939
567	0.0598487413
568	0.05976409744
569	0.05970707375
570	0.05964537395
571	0.05953537281
572	0.05945369499
573	0.05933227367
574	0.05925928567
575	0.05918780416
576	0.05909395361
577	0.05903881289
578	0.05892450263
579	0.05879927278
580	0.05872184453
581	0.05859948305
582	0.05847938234
583	0.05839830581
584	0.05828225362
585	0.05817406918
586	0.05810495694
587	0.05804268682
588	0.05797202624
589	0.05787225424
590	0.05779262865
591	0.05773521217
592	0.05765386662
593	0.05756911587
594	0.05750615183
595	0.05739649358
596	0.05726021655
597	0.05720523998
598	0.05708813133
599	0.05700291326
600	0.05691789681
601	0.05686016808
602	0.05677802034
603	0.05668977257
604	0.05662464843
605	0.05651441589
606	0.05643736908
607	0.05637418127
608	0.05629493233
609	0.05622343954
610	0.05611391261
611	0.05605150818
612	0.05597793015
613	0.05588564984
614	0.05575049941
615	0.05564704591
616	0.05559162903
617	0.05548795483
618	0.05543730601
619	0.05538521721
620	0.05527646545
621	0.05518740121
622	0.05509778465
623	0.05502620307
624	0.05492556205
625	0.05483504258
626	0.05470754377
627	0.05466241
628	0.05457855373
629	0.05449377581
630	0.0543939481
631	0.0543396506
632	0.05427512687
633	0.05420766362
634	0.05410706396
635	0.05403210174
636	0.05395342466
637	0.0538615583
638	0.05376333498
639	0.0536612242
640	0.05360127429
641	0.05350987476
642	0.05343271512
643	0.05336053612
644	0.05328082091
645	0.05320009483
646	0.05313389249
647	0.05305246236
648	0.05298373423
649	0.05294194222
650	0.05283679786
651	0.05277616928
652	0.05270197575
653	0.05261306439
654	0.05252307484
655	0.05242346781
656	0.05233192603
657	0.05228175102
658	0.05221053836
659	0.05211922132
660	0.05202135915
661	0.05193154545
662	0.05183693342
663	0.05178980635
664	0.05170335356
665	0.05164311298
666	0.05158057059
667	0.05150914139
668	0.05146339487
669	0.05138595169
670	0.05128286436
671	0.0511932178
672	0.05109550965
673	0.05104280129
674	0.05100091983
675	0.05089741344
676	0.05081260575
677	0.0507242351
678	0.05059831076
679	0.05054438384
680	0.05047602886
681	0.05038299128
682	0.05032025109
683	0.05024233362
684	0.05016021224
685	0.05009274526
686	0.0499862545
687	0.04991067662
688	0.04981265192
689	0.04973720486
690	0.04968104572
691	0.04959819286
692	0.04952953196
693	0.04946473986
694	0.04939332176
695	0.04930886882
696	0.0492599398
697	0.04919783035
698	0.04910845347
699	0.04905259636
700	0.04898439799
701	0.04889787074
702	0.04882584073
703	0.04875146066
704	0.04866999167
705	0.04859753774
706	0.04850832046
707	0.04844448334
708	0.04838716394
709	0.04831136245
710	0.04825634468
711	0.04819742129
712	0.04812018331
713	0.04805565243
714	0.04796990848
715	0.04791363742
716	0.04782758797
717	0.04774693658
718	0.04763328237
719	0.04756005535
720	0.04750850353
721	0.04742903844
722	0.04736186238
723	0.04732414063
724	0.04726275843
725	0.04717930551
726	0.04710357864
727	0.04699905374
728	0.04692022272
729	0.04682867753
730	0.0467765738
731	0.04671108769
732	0.04666714313
733	0.04661083971
734	0.04650439721
735	0.04646005702
736	0.04638430379
737	0.04631564646
738	0.0462653606
739	0.04621256652
740	0.04613772002
741	0.0460730735
742	0.04603779523
743	0.04597537556
744	0.04593525867
745	0.04586195007
746	0.04578839839
747	0.04573144468
748	0.04565685204
749	0.04560096898
750	0.0455558493
751	0.04547633547
752	0.04543036884
753	0.04536246122
754	0.04529379286
755	0.04523210101
756	0.04515031507
757	0.04508371096
758	0.04503117439
759	0.04497168741
760	0.04490573139
761	0.04486073832
762	0.04481181693
763	0.04477220004
764	0.04472279348
765	0.04466697757
766	0.04459871935
767	0.04455927772
768	0.04449543696
769	0.04441133569
770	0.04435800446
771	0.04430477015
772	0.04424545122
773	0.04419139996
774	0.04413417017
775	0.04404454957
776	0.04397412029
777	0.04390317633
778	0.04386331694
779	0.04378635851
780	0.04374950984
781	0.04369737992
782	0.04362454537
783	0.04355548917
784	0.04351555873
785	0.04346956566
786	0.04342344971
787	0.04335817983
788	0.04330126334
789	0.04324964096
790	0.04320513752
791	0.04314478883
792	0.04307931407
793	0.04298343334
794	0.04293232572
795	0.04288906364
796	0.04284147023
797	0.04279187357
798	0.04274095623
799	0.04268951657
800	0.04263619272
801	0.04258977581
802	0.04253866812
803	0.0424895713
804	0.04243280785
805	0.04236889994
806	0.04233733028
807	0.04228431625
808	0.04223664458
809	0.04218223143
810	0.04213561192
811	0.04205752688
812	0.04201906645
813	0.04194773441
814	0.04188319226
815	0.04184675016
816	0.04177349022
817	0.04173041857
818	0.0416824074
819	0.04161924588
820	0.04157221963
821	0.04150360366
822	0.04141365117
823	0.04136209578
824	0.04130266858
825	0.04125057962
826	0.04119964735
827	0.04113941787
828	0.04110608722
829	0.04105185315
830	0.04099300787
831	0.04093131594
832	0.04087720232
833	0.04084576316
834	0.04081295125
835	0.04075040481
836	0.04069967035
837	0.04061357912
838	0.04055637918
839	0.04050605494
840	0.04044781404
841	0.04040692488
842	0.04037115067
843	0.04033412292
844	0.04026181343
845	0.04021724599
846	0.04015019304
847	0.04008766566
848	0.0400233811
849	0.03997640335
850	0.03992820199
851	0.03988358597
852	0.039822935
853	0.03977918078
854	0.03971431033
855	0.03968080798
856	0.03960279027
857	0.03952644135
858	0.03949387185
859	0.03943709714
860	0.03939461122
861	0.03933131895
862	0.03927734603
863	0.03923662857
864	0.03919394873
865	0.03916203934
866	0.03910364556
867	0.03906849811
868	0.03900923117
869	0.03896304053
870	0.0389219873
871	0.03888082596
872	0.03881871999
873	0.03877097006
874	0.0387375536
875	0.03870493545
876	0.03866506868
877	0.038609902
878	0.03856162594
879	0.03851917855
880	0.03844481317
881	0.03837213781
882	0.03833274104
883	0.03829907089
884	0.03823779307
885	0.0381671436
886	0.03813124611
887	0.03808207475
888	0.03803045984
889	0.03798321736
890	0.03793974652
891	0.03790181958
892	0.03786104243
893	0.03782133592
894	0.0377644952
895	0.03771233916
896	0.03767459884
897	0.03761538429
898	0.03755195382
899	0.0375132809
900	0.03748535611
901	0.03744450061
902	0.03738272287
903	0.03734649343
904	0.03731549077
905	0.03727769441
906	0.03722277015
907	0.03719622201
908	0.03713663439
909	0.03709298082
910	0.03704255593
911	0.03696698932
912	0.0369227734
913	0.03686895344
914	0.03682740029
915	0.03679080142
916	0.03675137488
917	0.03670902326
918	0.03668448235
919	0.03664686888
920	0.03659474252
921	0.0365597628
922	0.03652103383
923	0.03647254139
924	0.03644071051
925	0.03641409157
926	0.03636251023
927	0.03630169527
928	0.03626528309
929	0.03621315682
930	0.03616653357
931	0.03611588201
932	0.03607416835
933	0.03604005052
934	0.03599969867
935	0.03597055766
936	0.03593247784
937	0.03590473586
938	0.03587125979
939	0.03584605854
940	0.0357875603
941	0.03575144286
942	0.03568743413
943	0.0356557824
944	0.03559804896
945	0.03556136445
946	0.03552594466
947	0.03549538604
948	0.03546553627
949	0.03543662291
950	0.0353802027
951	0.03533499698
952	0.03528522489
953	0.03524361943
954	0.03519195585
955	0.03515939
956	0.03511560951
957	0.0350778095
958	0.03503020125
959	0.03498962281
960	0.03495460602
961	0.03492744612
962	0.03489947657
963	0.03485672584
964	0.03482230557
965	0.03477553682
966	0.03474499686
967	0.03470796165
968	0.03466363647
969	0.0346420354
970	0.03457816478
971	0.03455897378
972	0.03453471633
973	0.03450213199
974	0.03445523632
975	0.03439868537
976	0.03436036289
977	0.03432649882
978	0.03426881761
979	0.03424216502
980	0.03421426384
981	0.03418652568
982	0.03415939944
983	0.03411649932
984	0.03407453206
985	0.03404774896
986	0.03401509358
987	0.03396780999
988	0.03392595091
989	0.03388133108
990	0.03384855997
991	0.03382281784
992	0.03379748593
993	0.03375630212
994	0.03370918641
995	0.03367141624
996	0.03362920275
997	0.03357991574
998	0.03355448683
999	0.03350246137
